https://www.evpost.co.kr/wp/bmw-%eb%b0%b0%ea%b8%b0%ea%b0%80%ec%8a%a4-%eb%b0%b0%ec%b6%9c-%ec%95%95%eb%a0%a5%ec%97%90-%ec%99%84%ec%a0%84-%ec%a0%84%ea%b8%b0%ec%b0%a8-5-%ec%8b%9c%eb%a6%ac%ec%a6%88%eb%a5%bc-%eb%a7%8c%eb%93%a4/,"BMW, 배기가스 배출 압력에 완전 전기차 5 시리즈를 만들 계획",2020.08.06,https://d3jn14jkdoqvmm.cloudfront.net/wp/wp-content/uploads/2020/08/04173823/08-03-otv-%EC%86%A1%EC%98%81%EC%84%AD-BMW-%EB%B0%B0%EA%B8%B0%EA%B0%80%EC%84%9C-%EB%B0%B0%EC%B6%9C-%EC%95%95%EB%A0%A5%EC%97%90-%EC%99%84%EC%A0%84-%EC%A0%84%EA%B8%B0%EC%B0%A8-5-%EC%8B%9C%EB%A6%AC%EC%A6%88%EB%A5%BC-%EB%A7%8C%EB%93%A4-%EA%B3%84%ED%9A%8D%EC%9D%B8-BMW-696x365.jpg,"배기가스를 낮추기 위해완전 전기차 5시리즈 제공BMW는 ""생산 중이나 도로 위에서의 차량 배기가스...",1
https://www.evpost.co.kr/wp/%ed%98%84%eb%8c%80%ec%b0%a8-%ec%a0%84%ea%b8%b0%ec%b0%a8%ec%97%90-%ea%b8%b0%ec%96%b4%eb%b4%89-%ec%97%86%ec%95%a4%eb%8b%a4-%eb%82%b4%eb%85%84-%ec%b6%9c%ec%8b%9c-ne%eb%b6%80%ed%84%b0-%ec%a0%81%ec%9a%a9/,"현대차, 전기차에 기어봉 없앤다! 내년 출시 NE부터 적용",2020.08.05,https://d3jn14jkdoqvmm.cloudfront.net/wp/wp-content/uploads/2020/08/04143432/08-04-%EB%8F%99%EC%95%84-%ED%98%84%EB%8C%80%EC%B0%A8-%EC%A0%84%EA%B8%B0%EC%B0%A8%EC%97%90-%EA%B8%B0%EC%96%B4%EB%B4%89-%EC%97%86%EC%95%A4%EB%8B%A4-%EB%82%B4%EB%85%84-%EC%B6%9C%EC%8B%9C-NE%EB%B6%80%ED%84%B0-%EC%A0%81%EC%9A%A9-696x365.jpg,운전대 뒤에 칼럼식 변속레버내년 출시 모델 ‘NE’부터 적용내연기관 차량으로 확대 검토현대자동...,1
https://www.evpost.co.kr/wp/bmw-%eb%89%b4-x5-x%eb%93%9c%eb%9d%bc%ec%9d%b4%eb%b8%8c45e-%ec%b6%9c%ec%8b%9c-%ec%a0%84%ea%b8%b0%eb%a1%9c%eb%a7%8c-54km-%ec%a3%bc%ed%96%89/,"BMW 뉴 X5 x드라이브45e 출시, 전기로만 54km 주행",2020.08.04,https://d3jn14jkdoqvmm.cloudfront.net/wp/wp-content/uploads/2020/08/03180146/08-03-%EB%8F%99%EC%95%84-BMW%EC%BD%94%EB%A6%AC%EC%95%84-%EB%89%B4-X5-x%EB%93%9C%EB%9D%BC%EC%9D%B4%EB%B8%8C45e-%EC%B6%9C%EC%8B%9C-696x365.jpg,연료 소모 없이 전기로만최대 54km 주행BMW코리아가 우수한 연료 효율과 긴 전기모드 주행거리를...,1
https://www.evpost.co.kr/wp/%eb%b9%84-%ec%98%a4%eb%8a%94-%eb%82%a0-%ec%b0%a8%ec%84%a0%ec%9d%b4-%ec%9e%98-%eb%b3%b4%ec%9d%b4%ec%a7%80-%ec%95%8a%eb%8a%94-%ec%9d%b4%ec%9c%a0%ec%99%80-%ed%95%b4%ea%b2%b0-%eb%b0%a9%eb%b2%95%ec%9d%80/,"비 오는 날, 차선이 잘 보이지 않는 이유와 해결 방법은?",2020.08.03,https://d3jn14jkdoqvmm.cloudfront.net/wp/wp-content/uploads/2020/08/31134314/111111111111111-copy-13-696x365.jpg,"비 오는 날, 차선이 잘 보이지 않는이유와 해결 방법은?비가 오는 날이면 거의 대부분, 운전자들은...",1
https://www.evpost.co.kr/wp/%eb%91%90%ec%b9%b4%ed%8b%b0ducati-%ec%a0%84%ea%b8%b0-%ec%9e%90%ec%a0%84%ea%b1%b0-e-scrambler/,두카티(DUCATI) 전기 자전거 e-Scrambler,2020.08.02,https://d3jn14jkdoqvmm.cloudfront.net/wp/wp-content/uploads/2020/08/30140014/08-01-%ED%95%9C%EC%9A%A9%EB%8D%95-%EB%91%90%EC%B9%B4%ED%8B%B0-ducati-%EC%A0%84%EA%B8%B0-%EC%9E%90%EC%A0%84%EA%B1%B0-e-scrambler-696x365.jpg,DUCATI e-Scrambler두카티(DUCATI) 에서 스타일리쉬한 전기자전거 'e-Scrambl...,1
https://www.evpost.co.kr/wp/%ed%8f%ad%ec%8a%a4%eb%b0%94%ea%b2%90-%ec%97%94%ed%8a%b8%eb%a6%ac-%ec%a0%84%ea%b8%b0%ec%b0%a8-id-1-2025%eb%85%84%ec%97%90-%eb%82%98%ec%98%a8%eb%8b%a4/,폭스바겐 엔트리 전기차 ID.1 – 2025년에 나온다,2020.08.01,https://d3jn14jkdoqvmm.cloudfront.net/wp/wp-content/uploads/2020/08/31134336/07-30-%ED%95%9C%EC%9A%A9%EB%8D%95-%ED%8F%AD%EC%8A%A4%EB%B0%94%EA%B2%90-%EC%97%94%ED%8A%B8%EB%A6%AC-%EC%A0%84%EA%B8%B0%EC%B0%A8-ID1-2025%EB%85%84%EC%97%90-%EB%82%98%EC%98%A8%EB%8B%A4-Copy-696x365.jpg,폭스바겐의 엔트리 전기차 - ID.1폭스바겐(VolksWagen)이 2025년 즈음에 ID.3 에 이...,1
https://www.evpost.co.kr/wp/gmc-%ed%97%88%eb%a8%b8-ev-%ec%98%ac-%ea%b0%80%ec%9d%84%ec%97%90-%ea%b3%b5%ea%b0%9c%eb%90%9c%eb%8b%a4/,"GMC 허머 EV, 올 가을에 공개된다",2020.07.31,https://d3jn14jkdoqvmm.cloudfront.net/wp/wp-content/uploads/2020/07/30194002/08-01-%ED%95%9C%EC%9A%A9%EB%8D%95-GMC-%ED%97%88%EB%A8%B8-EV-%EC%98%AC-%EA%B0%80%EC%9D%84%EC%97%90-%EA%B3%B5%EA%B0%9C%EB%90%9C%EB%8B%A4-696x365.jpg,"GMC 허머 EV, 올 가을에 공개된다허머 EV 가 올 가을에 나온다고 한다. GMC 에서 정확한 날...",1
https://www.evpost.co.kr/wp/%ed%85%8c%ec%8a%ac%eb%9d%bc-%eb%8d%94-%ec%9e%91%ea%b3%a0-%ec%a0%80%eb%a0%b4%ed%95%9c-%ed%95%b4%ec%b9%98%eb%b0%b1%eb%aa%a8%eb%8d%b8-2%ec%9d%84-%eb%a7%8c%eb%93%a4-%ec%88%98-%ec%9e%88%eb%8b%a4/,"테슬라, 더 작고 저렴한 해치백(모델 2)을 만들 수 있다",2020.07.30,https://d3jn14jkdoqvmm.cloudfront.net/wp/wp-content/uploads/2020/07/29192301/07-29-%ED%95%9C%EC%9A%A9%EB%8D%95-%ED%85%8C%EC%8A%AC%EB%9D%BC-Tesla-%EB%8D%94-%EC%9E%91%EA%B3%A0-%EC%A0%80%EB%A0%B4%ED%95%9C-%ED%95%B4%EC%B9%98%EB%B0%B1-%EB%AA%A8%EB%8D%B8-2%EC%9D%84-%EB%A7%8C%EB%93%A4-%EC%88%98-%EC%9E%88%EB%8B%A41-696x365.jpg,"테슬라(Tesla), 더 작고 저렴한 해치백을 만든다?테슬라(Tesla) 의 앨런 머스크(Elon M...",1
https://www.evpost.co.kr/wp/1400%eb%a7%88%eb%a0%a5%ec%9d%98-%ea%b0%95%eb%a0%ac%ed%95%a8%ec%9d%84-%ec%9e%90%eb%9e%91%ed%95%98%eb%8a%94-%ed%8f%ac%eb%93%9c-%eb%a8%b8%ec%8a%a4%ed%83%b1-mach-e/,"1,400마력의 강렬함을 자랑하는 포드 머스탱 Mach-E",2020.07.29,https://d3jn14jkdoqvmm.cloudfront.net/wp/wp-content/uploads/2020/07/28140052/07-29-%ED%95%9C%EC%9A%A9%EB%8D%95-1400%EB%A7%88%EB%A0%A5%EC%9D%98-%EA%B0%95%EB%A0%AC%ED%95%A8%EC%9D%84-%EC%9E%90%EB%9E%91%ED%95%98%EB%8A%94-%ED%8F%AC%EB%93%9C-%EB%A8%B8%EC%8A%A4%ED%83%B1-Mach-E-696x365.jpg,"1,400마력의 포드 머스탱Mach-E포드 머스탱(Mustang) 마하(Mach)-E 가 1,40...",1
https://www.evpost.co.kr/wp/%ec%a0%84%ea%b8%b0%ec%b0%a8-%eb%b3%b4%ec%a1%b0%ea%b8%88-%ec%a4%ac%eb%8d%94%eb%8b%88-%ed%85%8c%ec%8a%ac%eb%9d%bc%eb%a7%8c-16%eb%b0%b0-%ed%8f%ad%ed%92%8d%ec%84%b1%ec%9e%a5/,전기차 보조금 줬더니… 테슬라만 16배 폭풍성장,2020.07.28,https://d3jn14jkdoqvmm.cloudfront.net/wp/wp-content/uploads/2020/07/27173029/07-27-%EB%8F%99%EC%95%84-%EC%A0%84%EA%B8%B0%EC%B0%A8-%EB%B3%B4%EC%A1%B0%EA%B8%88-%EC%A4%AC%EB%8D%94%EB%8B%88-%ED%85%8C%EC%8A%AC%EB%9D%BC%EB%A7%8C-16%EB%B0%B0-%ED%8F%AD%ED%92%8D%EC%84%B1%EC%9E%A51-696x365.jpg,상반기 7080대 팔아 43% 차지국가-지자체 보조금 900억 들어가국내 전기차 시장에서 미국 ‘...,1
